id,length,day,sleep_measurement_count,sleep_length_mean,sleep_length_std,sleep_start_mean,sleep_start_std,sleep_end_mean,sleep_end_std,sleep_enmo_mean_mean,sleep_enmo_mean_std,sleep_enmo_std_mean,sleep_enmo_std_std,sleep_light_mean_mean,sleep_light_mean_std,sleep_light_std_mean,sleep_light_std_std
00115b9f,3610,44.0,,,,,,,,,,,,,,,
001f3379,33033,23.0,7,8.907142857142857,0.6527617357029161,22.436904761904763,0.5231417099383768,7.34404761904762,0.6583107289669642,0.005068835001034559,0.002446339657840469,0.008205130563250609,0.0022898996159925666,4.986644728176748,4.308013600277759,3.462044839348112,4.881914468990428
00f332d1,34532,24.0,21,8.042857142857141,1.0750655203362596,20.853571428571428,6.869690157288235,7.182142857142857,0.3909238142802618,0.004877927101937631,0.002818496316675133,0.00867966089087228,0.0024257323014981757,18.147636916267516,30.043262714261676,5.105705826765015,10.096801428420845
01085eb3,30913,22.0,20,8.280833333333335,0.8503916366430909,20.805833333333332,4.809457893974967,6.286666666666667,0.4459728835540308,0.005312801701070406,0.001843942158678115,0.012091334722936154,0.002144007004915552,9.230379456938183,8.509131423084641,3.1669613771140575,2.978369279465374
012cadd8,8087,6.0,,,,,,,,,,,,,,,
012e3869,29383,21.0,3,11.5,4.056579018499866,20.152777777777775,1.1761912794804785,7.652777777777778,2.8930152154866104,0.00664046631763601,0.0034258515007178887,0.010732758169372877,0.0016484986094458672,3.41045694752536,3.5690828816604685,1.1506006494164467,1.2968715650218443
029a19c9,30699,21.0,19,9.428947368421055,1.8642414975730892,18.91184210526316,6.537934365683132,6.867105263157894,1.1774943110272866,0.010556535931415834,0.0030779184733931487,0.015332617796957493,0.0019764041418545066,11.89884882134108,8.688185368124556,7.893271595239639,10.050063431257634
02cebf33,32255,22.0,6,11.091666666666667,1.7369433560776306,21.238888888888887,2.089561800598039,8.330555555555556,1.4433628429110594,0.005906262999920457,0.004293099853025847,0.007811738022913535,0.003835145306311567,65.33527616875615,135.4532398093289,36.707964519659676,77.03709116350294
02cf7384,33602,23.0,17,10.231372549019609,2.948239130496072,16.1514705882353,8.88383570113191,8.029901960784315,2.2406578019905035,0.005232652537689494,0.0024341358436629507,0.011042062425985932,0.004793730235165346,6.507336182866003,6.683751354780521,3.9359866104581775,3.52906963879775
035c96dd,34004,24.0,4,10.7,1.52102548253424,17.27361111111111,10.354557057250293,9.973611111111111,2.2691163233490004,0.0020372854805073767,0.0006770206482119671,0.01284953553113155,0.014293690324499328,13.352898677774444,10.504695653063068,15.062229603528976,15.064641105544782
03a9019b,33672,23.0,23,8.555072463768115,0.7727596288660983,17.33514492753623,10.133210898296474,8.15108695652174,0.7534403599046481,0.006457292404597784,0.0020376959025552206,0.009946470493045837,0.0018047255751323917,13.428216422393985,39.030794315746576,4.228282026298668,15.570510179484204
0417c91e,23931,48.0,,,,,,,,,,,,,,,
045a0a94,35657,25.0,9,9.127777777777776,1.4867002985732458,1.3675925925925927,0.7863908022269591,10.495370370370372,1.1583566477802902,0.004017348897841723,0.0017171843008727762,0.011190262028119631,0.004674872868660514,15.525055166392074,17.905903400112166,4.564115491178301,2.1586295598804095
04afb6f9,33639,24.0,22,8.298484848484847,1.5561017387859386,18.699242424242428,8.670351364563768,7.361363636363637,1.6335247406767608,0.00512937384748376,0.0015818342369795363,0.011064620371061292,0.002971721817750689,16.05770461859562,15.01168137654889,9.884297788143158,11.656367648970912
04bb1a76,34905,24.0,3,15.244444444444445,3.358502201434001,18.341666666666665,1.5433549314543458,9.58611111111111,2.9684139673370153,0.006894645241601854,0.007811655295053841,0.00451897030385832,0.0014666878400590511,21.41080941827913,4.789515715258375,0.5805285076300303,0.12789035641595606
04cb2c30,49444,35.0,,,,,,,,,,,,,,,
04d06a9c,20368,35.0,,,,,,,,,,,,,,,
04f094a8,32609,23.0,21,8.599206349206348,1.0688841038733936,15.453571428571431,10.712351571456017,8.052777777777779,1.8405942075962964,0.003979295211843397,0.0008352104877308413,0.009818634483963251,0.002017791211577912,6.224741914955602,4.756146823289902,1.7912171823637826,1.6463830816764795
051680a0,23964,33.0,,,,,,,,,,,,,,,
059eed01,33149,23.0,4,10.125,0.586657196893268,22.299999999999997,0.20115407766924154,8.425,0.7609691676238095,0.0031078645990726284,0.002929010761237584,0.005805986118502915,0.003152437689303964,2.841871012933976,0.5955977410175127,2.419006571173668,2.54743356879645
05bbed1b,8442,6.0,5,11.076666666666666,1.4760871699643394,21.43166666666667,1.3438439889610203,8.508333333333333,1.8847708378238222,0.0031643684733534128,0.0031917738763788863,0.006153290923248278,0.003555422709186315,11.983445198144654,15.579854823945578,4.8973438262939455,5.013816905524652
05db1b9b,33027,23.0,17,8.802941176470586,0.8288469922737896,21.23676470588235,0.6454908959327205,6.039705882352941,0.5200454825508714,0.004847564279467446,0.0018257626586659725,0.009125416807364672,0.0027220281521315405,5.376323523715403,4.624413423241598,1.9583520586876308,2.2544221634741675
05e94f88,35757,25.0,1,18.633333333333333,,17.075,,11.708333333333332,,0.0005354126064383987,,0.004220371600240469,,0.6101725089032141,,0.2618715763092041,
063b16fc,33423,23.0,20,9.012500000000003,0.8488532856653118,21.955833333333334,0.5907739744512188,6.968333333333334,0.4432205370291908,0.006925500892031168,0.002628357230291923,0.011606878976454026,0.0036238455050232312,10.052282180327191,8.640091537373667,3.7820292204618453,3.8066735942699403
064e8da5,27478,38.0,,,,,,,,,,,,,,,
0668373f,13865,17.0,,,,,,,,,,,,,,,
067b9287,14108,10.0,9,8.91111111111111,1.2238940585960314,21.49351851851852,0.802965183815434,6.404629629629628,0.9883269314638705,0.00551584561695461,0.00177160003385607,0.010615596547722816,0.002553974098158351,9.53700837716516,8.74872238495064,2.5778107974264355,2.4056429479184898
06c8b2fb,22620,53.0,,,,,,,,,,,,,,,
06eb8adb,29202,40.0,,,,,,,,,,,,,,,
070386b2,32250,22.0,16,9.239583333333334,1.0490714589225683,21.640972222222224,0.555306888792802,6.8805555555555555,0.6388212524584579,0.005551645957325184,0.001974423780191951,0.011533913726452738,0.0020956623770529864,7.235160505976571,5.710923073164157,2.877062065526843,3.825611768031071
07048067,5318,44.0,,,,,,,,,,,,,,,
0720320e,30277,21.0,0,,,,,,,,,,,,,,
0745c390,4204,42.0,,,,,,,,,,,,,,,
080698b7,14196,43.0,,,,,,,,,,,,,,,
082df556,33424,23.0,8,7.737500000000001,2.088056550654258,9.108333333333334,11.277896629290073,7.845833333333334,1.8831068131790265,0.0057877505344363575,0.0010319124388204648,0.01139859901741147,0.0024183698993063404,24.731420766910425,30.617038174310547,44.78192558884621,107.76907642593044
08577722,31706,22.0,1,12.533333333333333,,19.15833333333333,,7.691666666666667,,0.001188305231194329,,0.003607701975852251,,28.43038437457372,,9.523731231689453,
08660d12,31163,22.0,13,9.523076923076921,3.1428456265745273,7.786538461538462,10.00718118221486,9.925000000000002,1.6108428895503173,0.00837221518387794,0.0036357799864995045,0.015154566114338545,0.00989169939689687,22.14781783200521,68.69094172920475,19.89223019664104,49.50261710990799
089a6b19,13766,28.0,,,,,,,,,,,,,,,
09331bb8,36159,25.0,,,,,,,,,,,,,,,
